Australian Bureau of Statistics

"2016 Census - Counting Employed Persons, Place of Work (POW)"
"LFHRP Labour Force Status and Hours Worked Not Stated, OCCP - 4 Digit Level, AGE10P - Age in Ten Year Groups and INCP Total Personal Income (weekly)"
"Counting: Persons Aged 15 Years and Over Place of Work"

Filters:
"Default Summation","Persons Aged 15 Years and Over Place of Work"


"LFHRP Labour Force Status and Hours Worked Not Stated","OCCP - 4 Digit Level","AGE10P - Age in Ten Year Groups","INCP Total Personal Income (weekly)",
,,,"$650-$799 ($33,800-$41,599)",507,
,,,"$800-$999 ($41,600-$51,999)",265,
,,,"$1,000-$1,249 ($52,000-$64,999)",110,
,,,"$1,250-$1,499 ($65,000-$77,999)",39,
,,,"$1,500-$1,749 ($78,000-$90,999)",16,
,,,"$1,750-$1,999 ($91,000-$103,999)",4,
,,,"$2,000-$2,999 ($104,000-$155,999)",12,
,,,"$3,000 or more ($156,000 or more)",5,
,,"20-29 years","$400-$499 ($20,800-$25,999)",131,
,,,"$500-$649 ($26,000-$33,799)",821,
,,,"$650-$799 ($33,800-$41,599)",1584,
,,,"$800-$999 ($41,600-$51,999)",569,
,,,"$1,000-$1,249 ($52,000-$64,999)",142,
,,,"$1,250-$1,499 ($65,000-$77,999)",57,
,,,"$1,500-$1,749 ($78,000-$90,999)",13,
,,,"$1,750-$1,999 ($91,000-$103,999)",7,
,,,"$2,000-$2,999 ($104,000-$155,999)",4,
,,,"$3,000 or more ($156,000 or more)",8,
,"Retail Supervisors","50-59 years","$400-$499 ($20,800-$25,999)",7,
,,,"$500-$649 ($26,000-$33,799)",96,
,,,"$650-$799 ($33,800-$41,599)",391,
,,,"$800-$999 ($41,600-$51,999)",649,
,,,"$1,000-$1,249 ($52,000-$64,999)",793,
,,,"$1,250-$1,499 ($65,000-$77,999)",418,
,,,"$1,500-$1,749 ($78,000-$90,999)",193,
,,,"$1,750-$1,999 ($91,000-$103,999)",67,
,,,"$2,000-$2,999 ($104,000-$155,999)",98,
,,,"$3,000 or more ($156,000 or more)",48,
,,"40-49 years","$400-$499 ($20,800-$25,999)",25,
,,,"$500-$649 ($26,000-$33,799)",110,
,,,"$650-$799 ($33,800-$41,599)",509,
,,,"$800-$999 ($41,600-$51,999)",832,
,,,"$1,000-$1,249 ($52,000-$64,999)",1131,
,,,"$1,250-$1,499 ($65,000-$77,999)",736,
,,,"$1,500-$1,749 ($78,000-$90,999)",268,
,,,"$1,750-$1,999 ($91,000-$103,999)",93,
,,,"$2,000-$2,999 ($104,000-$155,999)",126,
,,,"$3,000 or more ($156,000 or more)",80,
,,"30-39 years","$400-$499 ($20,800-$25,999)",21,
,,,"$500-$649 ($26,000-$33,799)",93,
,,,"$650-$799 ($33,800-$41,599)",501,
,,,"$800-$999 ($41,600-$51,999)",1008,
,,,"$1,000-$1,249 ($52,000-$64,999)",1553,
,,,"$1,250-$1,499 ($65,000-$77,999)",978,
,,,"$1,500-$1,749 ($78,000-$90,999)",249,
,,,"$1,750-$1,999 ($91,000-$103,999)",96,
,,,"$2,000-$2,999 ($104,000-$155,999)",121,
,,,"$3,000 or more ($156,000 or more)",50,
,,"20-29 years","$400-$499 ($20,800-$25,999)",64,
,,,"$500-$649 ($26,000-$33,799)",341,
,,,"$650-$799 ($33,800-$41,599)",1243,
,,,"$800-$999 ($41,600-$51,999)",1774,
,,,"$1,000-$1,249 ($52,000-$64,999)",1402,
,,,"$1,250-$1,499 ($65,000-$77,999)",574,
,,,"$1,500-$1,749 ($78,000-$90,999)",121,
,,,"$1,750-$1,999 ($91,000-$103,999)",35,
,,,"$2,000-$2,999 ($104,000-$155,999)",31,
,,,"$3,000 or more ($156,000 or more)",11,
,"Service Station Attendants","50-59 years","$400-$499 ($20,800-$25,999)",13,
,,,"$500-$649 ($26,000-$33,799)",47,
,,,"$650-$799 ($33,800-$41,599)",154,
,,,"$800-$999 ($41,600-$51,999)",138,
,,,"$1,000-$1,249 ($52,000-$64,999)",68,
,,,"$1,250-$1,499 ($65,000-$77,999)",23,
,,,"$1,500-$1,749 ($78,000-$90,999)",9,
,,,"$1,750-$1,999 ($91,000-$103,999)",6,
,,,"$2,000-$2,999 ($104,000-$155,999)",9,
,,,"$3,000 or more ($156,000 or more)",11,
,,"40-49 years","$400-$499 ($20,800-$25,999)",16,
,,,"$500-$649 ($26,000-$33,799)",76,
,,,"$650-$799 ($33,800-$41,599)",163,
,,,"$800-$999 ($41,600-$51,999)",147,
,,,"$1,000-$1,249 ($52,000-$64,999)",73,
,,,"$1,250-$1,499 ($65,000-$77,999)",27,
,,,"$1,500-$1,749 ($78,000-$90,999)",18,
,,,"$1,750-$1,999 ($91,000-$103,999)",12,
,,,"$2,000-$2,999 ($104,000-$155,999)",12,
,,,"$3,000 or more ($156,000 or more)",10,
,,"30-39 years","$400-$499 ($20,800-$25,999)",15,
,,,"$500-$649 ($26,000-$33,799)",62,
,,,"$650-$799 ($33,800-$41,599)",232,
,,,"$800-$999 ($41,600-$51,999)",240,
,,,"$1,000-$1,249 ($52,000-$64,999)",92,
,,,"$1,250-$1,499 ($65,000-$77,999)",29,
,,,"$1,500-$1,749 ($78,000-$90,999)",16,
,,,"$1,750-$1,999 ($91,000-$103,999)",5,
,,,"$2,000-$2,999 ($104,000-$155,999)",14,
,,,"$3,000 or more ($156,000 or more)",10,
,,"20-29 years","$400-$499 ($20,800-$25,999)",35,
,,,"$500-$649 ($26,000-$33,799)",123,
,,,"$650-$799 ($33,800-$41,599)",263,
,,,"$800-$999 ($41,600-$51,999)",227,
,,,"$1,000-$1,249 ($52,000-$64,999)",83,
,,,"$1,250-$1,499 ($65,000-$77,999)",26,
,,,"$1,500-$1,749 ($78,000-$90,999)",17,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",4,
,,,"$3,000 or more ($156,000 or more)",0,
,"Street Vendors and Related Salespersons","50-59 years","$400-$499 ($20,800-$25,999)",35,
,,,"$500-$649 ($26,000-$33,799)",51,
,,,"$650-$799 ($33,800-$41,599)",73,
,,,"$800-$999 ($41,600-$51,999)",101,
,,,"$1,000-$1,249 ($52,000-$64,999)",99,
,,,"$1,250-$1,499 ($65,000-$77,999)",91,
,,,"$1,500-$1,749 ($78,000-$90,999)",56,
,,,"$1,750-$1,999 ($91,000-$103,999)",26,
,,,"$2,000-$2,999 ($104,000-$155,999)",29,
,,,"$3,000 or more ($156,000 or more)",19,
,,"40-49 years","$400-$499 ($20,800-$25,999)",21,
,,,"$500-$649 ($26,000-$33,799)",40,
,,,"$650-$799 ($33,800-$41,599)",82,
,,,"$800-$999 ($41,600-$51,999)",115,
,,,"$1,000-$1,249 ($52,000-$64,999)",99,
,,,"$1,250-$1,499 ($65,000-$77,999)",88,
,,,"$1,500-$1,749 ($78,000-$90,999)",66,
,,,"$1,750-$1,999 ($91,000-$103,999)",30,
,,,"$2,000-$2,999 ($104,000-$155,999)",50,
,,,"$3,000 or more ($156,000 or more)",30,
,,"30-39 years","$400-$499 ($20,800-$25,999)",21,
,,,"$500-$649 ($26,000-$33,799)",35,
,,,"$650-$799 ($33,800-$41,599)",71,
,,,"$800-$999 ($41,600-$51,999)",79,
,,,"$1,000-$1,249 ($52,000-$64,999)",103,
,,,"$1,250-$1,499 ($65,000-$77,999)",95,
,,,"$1,500-$1,749 ($78,000-$90,999)",55,
,,,"$1,750-$1,999 ($91,000-$103,999)",44,
,,,"$2,000-$2,999 ($104,000-$155,999)",49,
,,,"$3,000 or more ($156,000 or more)",16,
,,"20-29 years","$400-$499 ($20,800-$25,999)",35,
,,,"$500-$649 ($26,000-$33,799)",74,
,,,"$650-$799 ($33,800-$41,599)",116,
,,,"$800-$999 ($41,600-$51,999)",129,
,,,"$1,000-$1,249 ($52,000-$64,999)",99,
,,,"$1,250-$1,499 ($65,000-$77,999)",57,
,,,"$1,500-$1,749 ($78,000-$90,999)",18,
,,,"$1,750-$1,999 ($91,000-$103,999)",15,
,,,"$2,000-$2,999 ($104,000-$155,999)",4,
,,,"$3,000 or more ($156,000 or more)",9,
,"Other Sales Assistants and Salespersons","50-59 years","$400-$499 ($20,800-$25,999)",43,
,,,"$500-$649 ($26,000-$33,799)",104,
,,,"$650-$799 ($33,800-$41,599)",178,
,,,"$800-$999 ($41,600-$51,999)",323,
,,,"$1,000-$1,249 ($52,000-$64,999)",300,
,,,"$1,250-$1,499 ($65,000-$77,999)",198,
,,,"$1,500-$1,749 ($78,000-$90,999)",129,
,,,"$1,750-$1,999 ($91,000-$103,999)",87,
,,,"$2,000-$2,999 ($104,000-$155,999)",87,
,,,"$3,000 or more ($156,000 or more)",49,
,,"40-49 years","$400-$499 ($20,800-$25,999)",29,
,,,"$500-$649 ($26,000-$33,799)",97,
,,,"$650-$799 ($33,800-$41,599)",251,
,,,"$800-$999 ($41,600-$51,999)",365,
,,,"$1,000-$1,249 ($52,000-$64,999)",325,
,,,"$1,250-$1,499 ($65,000-$77,999)",209,
,,,"$1,500-$1,749 ($78,000-$90,999)",158,
,,,"$1,750-$1,999 ($91,000-$103,999)",95,
,,,"$2,000-$2,999 ($104,000-$155,999)",111,
,,,"$3,000 or more ($156,000 or more)",76,
,,"30-39 years","$400-$499 ($20,800-$25,999)",27,
,,,"$500-$649 ($26,000-$33,799)",82,
,,,"$650-$799 ($33,800-$41,599)",257,
,,,"$800-$999 ($41,600-$51,999)",367,
,,,"$1,000-$1,249 ($52,000-$64,999)",370,
,,,"$1,250-$1,499 ($65,000-$77,999)",159,
,,,"$1,500-$1,749 ($78,000-$90,999)",138,
,,,"$1,750-$1,999 ($91,000-$103,999)",93,
,,,"$2,000-$2,999 ($104,000-$155,999)",66,
,,,"$3,000 or more ($156,000 or more)",35,
,,"20-29 years","$400-$499 ($20,800-$25,999)",27,
,,,"$500-$649 ($26,000-$33,799)",153,
,,,"$650-$799 ($33,800-$41,599)",443,
,,,"$800-$999 ($41,600-$51,999)",485,
,,,"$1,000-$1,249 ($52,000-$64,999)",268,
,,,"$1,250-$1,499 ($65,000-$77,999)",108,
,,,"$1,500-$1,749 ($78,000-$90,999)",51,
,,,"$1,750-$1,999 ($91,000-$103,999)",21,
,,,"$2,000-$2,999 ($104,000-$155,999)",20,
,,,"$3,000 or more ($156,000 or more)",10,
,"Sales Support Workers, nfd","50-59 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",0,
,,,"$650-$799 ($33,800-$41,599)",0,
,,,"$800-$999 ($41,600-$51,999)",4,
,,,"$1,000-$1,249 ($52,000-$64,999)",0,
,,,"$1,250-$1,499 ($65,000-$77,999)",0,
,,,"$1,500-$1,749 ($78,000-$90,999)",0,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,,"40-49 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",0,
,,,"$650-$799 ($33,800-$41,599)",0,
,,,"$800-$999 ($41,600-$51,999)",4,
,,,"$1,000-$1,249 ($52,000-$64,999)",0,
,,,"$1,250-$1,499 ($65,000-$77,999)",0,
,,,"$1,500-$1,749 ($78,000-$90,999)",0,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,,"30-39 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",3,
,,,"$650-$799 ($33,800-$41,599)",7,
,,,"$800-$999 ($41,600-$51,999)",0,
,,,"$1,000-$1,249 ($52,000-$64,999)",0,
,,,"$1,250-$1,499 ($65,000-$77,999)",0,
,,,"$1,500-$1,749 ($78,000-$90,999)",0,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,,"20-29 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",3,
,,,"$650-$799 ($33,800-$41,599)",6,
,,,"$800-$999 ($41,600-$51,999)",8,
,,,"$1,000-$1,249 ($52,000-$64,999)",3,
,,,"$1,250-$1,499 ($65,000-$77,999)",0,
,,,"$1,500-$1,749 ($78,000-$90,999)",0,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,"Checkout Operators and Office Cashiers","50-59 years","$400-$499 ($20,800-$25,999)",79,
,,,"$500-$649 ($26,000-$33,799)",338,
,,,"$650-$799 ($33,800-$41,599)",875,
,,,"$800-$999 ($41,600-$51,999)",784,
,,,"$1,000-$1,249 ($52,000-$64,999)",282,
,,,"$1,250-$1,499 ($65,000-$77,999)",102,
,,,"$1,500-$1,749 ($78,000-$90,999)",36,
,,,"$1,750-$1,999 ($91,000-$103,999)",18,
,,,"$2,000-$2,999 ($104,000-$155,999)",15,
,,,"$3,000 or more ($156,000 or more)",7,
,,"40-49 years","$400-$499 ($20,800-$25,999)",79,
,,,"$500-$649 ($26,000-$33,799)",300,
,,,"$650-$799 ($33,800-$41,599)",776,
,,,"$800-$999 ($41,600-$51,999)",651,
,,,"$1,000-$1,249 ($52,000-$64,999)",306,
,,,"$1,250-$1,499 ($65,000-$77,999)",101,
,,,"$1,500-$1,749 ($78,000-$90,999)",37,
,,,"$1,750-$1,999 ($91,000-$103,999)",7,
,,,"$2,000-$2,999 ($104,000-$155,999)",7,
,,,"$3,000 or more ($156,000 or more)",13,
,,"30-39 years","$400-$499 ($20,800-$25,999)",55,
,,,"$500-$649 ($26,000-$33,799)",320,
,,,"$650-$799 ($33,800-$41,599)",808,
,,,"$800-$999 ($41,600-$51,999)",698,
,,,"$1,000-$1,249 ($52,000-$64,999)",321,
,,,"$1,250-$1,499 ($65,000-$77,999)",113,
,,,"$1,500-$1,749 ($78,000-$90,999)",35,
,,,"$1,750-$1,999 ($91,000-$103,999)",12,
,,,"$2,000-$2,999 ($104,000-$155,999)",18,
,,,"$3,000 or more ($156,000 or more)",11,
,,"20-29 years","$400-$499 ($20,800-$25,999)",228,
,,,"$500-$649 ($26,000-$33,799)",696,
,,,"$650-$799 ($33,800-$41,599)",1398,
,,,"$800-$999 ($41,600-$51,999)",870,
,,,"$1,000-$1,249 ($52,000-$64,999)",243,
,,,"$1,250-$1,499 ($65,000-$77,999)",58,
,,,"$1,500-$1,749 ($78,000-$90,999)",22,
,,,"$1,750-$1,999 ($91,000-$103,999)",5,
,,,"$2,000-$2,999 ($104,000-$155,999)",5,
,,,"$3,000 or more ($156,000 or more)",6,
,"Miscellaneous Sales Support Workers, nfd","50-59 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",0,
,,,"$650-$799 ($33,800-$41,599)",0,
,,,"$800-$999 ($41,600-$51,999)",0,
,,,"$1,000-$1,249 ($52,000-$64,999)",3,
,,,"$1,250-$1,499 ($65,000-$77,999)",0,
,,,"$1,500-$1,749 ($78,000-$90,999)",0,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,,"40-49 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",0,
,,,"$650-$799 ($33,800-$41,599)",4,
,,,"$800-$999 ($41,600-$51,999)",0,
,,,"$1,000-$1,249 ($52,000-$64,999)",0,
,,,"$1,250-$1,499 ($65,000-$77,999)",0,
,,,"$1,500-$1,749 ($78,000-$90,999)",0,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",3,
,,,"$3,000 or more ($156,000 or more)",0,
,,"30-39 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",0,
,,,"$650-$799 ($33,800-$41,599)",0,
,,,"$800-$999 ($41,600-$51,999)",0,
,,,"$1,000-$1,249 ($52,000-$64,999)",3,
,,,"$1,250-$1,499 ($65,000-$77,999)",3,
,,,"$1,500-$1,749 ($78,000-$90,999)",6,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,,"20-29 years","$400-$499 ($20,800-$25,999)",0,
,,,"$500-$649 ($26,000-$33,799)",0,
,,,"$650-$799 ($33,800-$41,599)",0,
,,,"$800-$999 ($41,600-$51,999)",3,
,,,"$1,000-$1,249 ($52,000-$64,999)",5,
,,,"$1,250-$1,499 ($65,000-$77,999)",0,
,,,"$1,500-$1,749 ($78,000-$90,999)",0,
,,,"$1,750-$1,999 ($91,000-$103,999)",0,
,,,"$2,000-$2,999 ($104,000-$155,999)",0,
,,,"$3,000 or more ($156,000 or more)",0,
,"Models and Sales Demonstrators","50-59 years","$400-$499 ($20,800-$25,999)",22,
,,,"$500-$649 ($26,000-$33,799)",38,
,,,"$650-$799 ($33,800-$41,599)",85,
,,,"$800-$999 ($41,600-$51,999)",123,
,,,"$1,000-$1,249 ($52,000-$64,999)",85,
,,,"$1,250-$1,499 ($65,000-$77,999)",31,
,,,"$1,500-$1,749 ($78,000-$90,999)",16,
,,,"$1,750-$1,999 ($91,000-$103,999)",9,
,,,"$2,000-$2,999 ($104,000-$155,999)",12,
,,,"$3,000 or more ($156,000 or more)",6,
,,"40-49 years","$400-$499 ($20,800-$25,999)",10,
,,,"$500-$649 ($26,000-$33,799)",37,
,,,"$650-$799 ($33,800-$41,599)",76,
,,,"$800-$999 ($41,600-$51,999)",127,
,,,"$1,000-$1,249 ($52,000-$64,999)",109,
,,,"$1,250-$1,499 ($65,000-$77,999)",47,
,,,"$1,500-$1,749 ($78,000-$90,999)",32,
,,,"$1,750-$1,999 ($91,000-$103,999)",20,
,,,"$2,000-$2,999 ($104,000-$155,999)",15,
,,,"$3,000 or more ($156,000 or more)",11,
,,"30-39 years","$400-$499 ($20,800-$25,999)",5,
,,,"$500-$649 ($26,000-$33,799)",23,
,,,"$650-$799 ($33,800-$41,599)",46,
,,,"$800-$999 ($41,600-$51,999)",112,
,,,"$1,000-$1,249 ($52,000-$64,999)",107,
,,,"$1,250-$1,499 ($65,000-$77,999)",55,
,,,"$1,500-$1,749 ($78,000-$90,999)",26,
,,,"$1,750-$1,999 ($91,000-$103,999)",14,
,,,"$2,000-$2,999 ($104,000-$155,999)",30,
,,,"$3,000 or more ($156,000 or more)",7,
,,"20-29 years","$400-$499 ($20,800-$25,999)",16,
,,,"$500-$649 ($26,000-$33,799)",35,
,,,"$650-$799 ($33,800-$41,599)",82,
,,,"$800-$999 ($41,600-$51,999)",127,
,,,"$1,000-$1,249 ($52,000-$64,999)",81,
,,,"$1,250-$1,499 ($65,000-$77,999)",24,
,,,"$1,500-$1,749 ($78,000-$90,999)",14,
,,,"$1,750-$1,999 ($91,000-$103,999)",4,
,,,"$2,000-$2,999 ($104,000-$155,999)",4,
,,,"$3,000 or more ($156,000 or more)",0,
,"Retail and Wool Buyers","50-59 years","$400-$499 ($20,800-$25,999)",7,
,,,"$500-$649 ($26,000-$33,799)",18,
,,,"$650-$799 ($33,800-$41,599)",12,
,,,"$800-$999 ($41,600-$51,999)",36,
,,,"$1,000-$1,249 ($52,000-$64,999)",65,
,,,"$1,250-$1,499 ($65,000-$77,999)",62,
,,,"$1,500-$1,749 ($78,000-$90,999)",60,
,,,"$1,750-$1,999 ($91,000-$103,999)",36,
,,,"$2,000-$2,999 ($104,000-$155,999)",113,
,,,"$3,000 or more ($156,000 or more)",49,
,,"40-49 years","$400-$499 ($20,800-$25,999)",3,
,,,"$500-$649 ($26,000-$33,799)",3,
,,,"$650-$799 ($33,800-$41,599)",20,
,,,"$800-$999 ($41,600-$51,999)",51,
,,,"$1,000-$1,249 ($52,000-$64,999)",77,
,,,"$1,250-$1,499 ($65,000-$77,999)",90,
,,,"$1,500-$1,749 ($78,000-$90,999)",103,
,,,"$1,750-$1,999 ($91,000-$103,999)",96,
,,,"$2,000-$2,999 ($104,000-$155,999)",226,
,,,"$3,000 or more ($156,000 or more)",129,
,,"30-39 years","$400-$499 ($20,800-$25,999)",3,
,,,"$500-$649 ($26,000-$33,799)",10,
,,,"$650-$799 ($33,800-$41,599)",21,
,,,"$800-$999 ($41,600-$51,999)",84,
,,,"$1,000-$1,249 ($52,000-$64,999)",207,
,,,"$1,250-$1,499 ($65,000-$77,999)",180,
,,,"$1,500-$1,749 ($78,000-$90,999)",164,
,,,"$1,750-$1,999 ($91,000-$103,999)",143,
,,,"$2,000-$2,999 ($104,000-$155,999)",325,
,,,"$3,000 or more ($156,000 or more)",101,
,,"20-29 years","$400-$499 ($20,800-$25,999)",6,
,,,"$500-$649 ($26,000-$33,799)",17,
,,,"$650-$799 ($33,800-$41,599)",35,
,,,"$800-$999 ($41,600-$51,999)",174,
,,,"$1,000-$1,249 ($52,000-$64,999)",276,
,,,"$1,250-$1,499 ($65,000-$77,999)",164,
,,,"$1,500-$1,749 ($78,000-$90,999)",96,
,,,"$1,750-$1,999 ($91,000-$103,999)",62,
,,,"$2,000-$2,999 ($104,000-$155,999)",63,
,,,"$3,000 or more ($156,000 or more)",9,
,"Telemarketers","50-59 years","$400-$499 ($20,800-$25,999)",9,
,,,"$500-$649 ($26,000-$33,799)",37,
,,,"$650-$799 ($33,800-$41,599)",119,
,,,"$800-$999 ($41,600-$51,999)",145,
,,,"$1,000-$1,249 ($52,000-$64,999)",95,
,,,"$1,250-$1,499 ($65,000-$77,999)",38,
,,,"$1,500-$1,749 ($78,000-$90,999)",22,
,,,"$1,750-$1,999 ($91,000-$103,999)",8,
,,,"$2,000-$2,999 ($104,000-$155,999)",6,
,,,"$3,000 or more ($156,000 or more)",5,
,,"40-49 years","$400-$499 ($20,800-$25,999)",6,
,,,"$500-$649 ($26,000-$33,799)",23,
,,,"$650-$799 ($33,800-$41,599)",102,
,,,"$800-$999 ($41,600-$51,999)",123,
,,,"$1,000-$1,249 ($52,000-$64,999)",107,
,,,"$1,250-$1,499 ($65,000-$77,999)",49,
,,,"$1,500-$1,749 ($78,000-$90,999)",28,
,,,"$1,750-$1,999 ($91,000-$103,999)",13,
,,,"$2,000-$2,999 ($104,000-$155,999)",15,
,,,"$3,000 or more ($156,000 or more)",3,
,,"30-39 years","$400-$499 ($20,800-$25,999)",6,
,,,"$500-$649 ($26,000-$33,799)",32,
,,,"$650-$799 ($33,800-$41,599)",93,
,,,"$800-$999 ($41,600-$51,999)",168,
,,,"$1,000-$1,249 ($52,000-$64,999)",164,
,,,"$1,250-$1,499 ($65,000-$77,999)",69,
,,,"$1,500-$1,749 ($78,000-$90,999)",34,
,,,"$1,750-$1,999 ($91,000-$103,999)",15,
,,,"$2,000-$2,999 ($104,000-$155,999)",17,
,,,"$3,000 or more ($156,000 or more)",8,
,,"20-29 years","$400-$499 ($20,800-$25,999)",27,
,,,"$500-$649 ($26,000-$33,799)",110,
,,,"$650-$799 ($33,800-$41,599)",320,
,,,"$800-$999 ($41,600-$51,999)",384,
,,,"$1,000-$1,249 ($52,000-$64,999)",214,
,,,"$1,250-$1,499 ($65,000-$77,999)",77,
,,,"$1,500-$1,749 ($78,000-$90,999)",27,
,,,"$1,750-$1,999 ($91,000-$103,999)",17,
,,,"$2,000-$2,999 ($104,000-$155,999)",22,
,,,"$3,000 or more ($156,000 or more)",7,
,"Ticket Salespersons","50-59 years","$400-$499 ($20,800-$25,999)",7,
,,,"$500-$649 ($26,000-$33,799)",29,
,,,"$650-$799 ($33,800-$41,599)",78,
,,,"$800-$999 ($41,600-$51,999)",228,
,,,"$1,000-$1,249 ($52,000-$64,999)",346,
,,,"$1,250-$1,499 ($65,000-$77,999)",300,
,,,"$1,500-$1,749 ($78,000-$90,999)",239,
,,,"$1,750-$1,999 ($91,000-$103,999)",119,
,,,"$2,000-$2,999 ($104,000-$155,999)",48,
,,,"$3,000 or more ($156,000 or more)",11,
,,"40-49 years","$400-$499 ($20,800-$25,999)",10,
,,,"$500-$649 ($26,000-$33,799)",33,
,,,"$650-$799 ($33,800-$41,599)",128,
,,,"$800-$999 ($41,600-$51,999)",307,
,,,"$1,000-$1,249 ($52,000-$64,999)",356,
,,,"$1,250-$1,499 ($65,000-$77,999)",283,
,,,"$1,500-$1,749 ($78,000-$90,999)",208,
,,,"$1,750-$1,999 ($91,000-$103,999)",88,
,,,"$2,000-$2,999 ($104,000-$155,999)",46,
,,,"$3,000 or more ($156,000 or more)",14,
,,"30-39 years","$400-$499 ($20,800-$25,999)",9,
,,,"$500-$649 ($26,000-$33,799)",48,
,,,"$650-$799 ($33,800-$41,599)",212,
,,,"$800-$999 ($41,600-$51,999)",396,
,,,"$1,000-$1,249 ($52,000-$64,999)",367,
,,,"$1,250-$1,499 ($65,000-$77,999)",223,
,,,"$1,500-$1,749 ($78,000-$90,999)",158,
,,,"$1,750-$1,999 ($91,000-$103,999)",74,
,,,"$2,000-$2,999 ($104,000-$155,999)",25,
,,,"$3,000 or more ($156,000 or more)",0,
,,"20-29 years","$400-$499 ($20,800-$25,999)",30,
,,,"$500-$649 ($26,000-$33,799)",104,
,,,"$650-$799 ($33,800-$41,599)",423,
,,,"$800-$999 ($41,600-$51,999)",564,
,,,"$1,000-$1,249 ($52,000-$64,999)",328,
,,,"$1,250-$1,499 ($65,000-$77,999)",122,
,,,"$1,500-$1,749 ($78,000-$90,999)",50,
,,,"$1,750-$1,999 ($91,000-$103,999)",19,
,,,"$2,000-$2,999 ($104,000-$155,999)",11,
,,,"$3,000 or more ($156,000 or more)",0,
,"Visual Merchandisers","50-59 years","$400-$499 ($20,800-$25,999)",3,
,,,"$500-$649 ($26,000-$33,799)",20,
,,,"$650-$799 ($33,800-$41,599)",31,
,,,"$800-$999 ($41,600-$51,999)",51,
,,,"$1,000-$1,249 ($52,000-$64,999)",37,
,,,"$1,250-$1,499 ($65,000-$77,999)",24,
,,,"$1,500-$1,749 ($78,000-$90,999)",7,
,,,"$1,750-$1,999 ($91,000-$103,999)",10,
,,,"$2,000-$2,999 ($104,000-$155,999)",10,
,,,"$3,000 or more ($156,000 or more)",6,
,,"40-49 years","$400-$499 ($20,800-$25,999)",3,
,,,"$500-$649 ($26,000-$33,799)",16,
,,,"$650-$799 ($33,800-$41,599)",39,
,,,"$800-$999 ($41,600-$51,999)",54,
,,,"$1,000-$1,249 ($52,000-$64,999)",67,
,,,"$1,250-$1,499 ($65,000-$77,999)",44,
,,,"$1,500-$1,749 ($78,000-$90,999)",31,
,,,"$1,750-$1,999 ($91,000-$103,999)",17,
,,,"$2,000-$2,999 ($104,000-$155,999)",24,
,,,"$3,000 or more ($156,000 or more)",19,
,,"30-39 years","$400-$499 ($20,800-$25,999)",5,
,,,"$500-$649 ($26,000-$33,799)",24,
,,,"$650-$799 ($33,800-$41,599)",64,
,,,"$800-$999 ($41,600-$51,999)",155,
,,,"$1,000-$1,249 ($52,000-$64,999)",164,
,,,"$1,250-$1,499 ($65,000-$77,999)",106,
,,,"$1,500-$1,749 ($78,000-$90,999)",49,
,,,"$1,750-$1,999 ($91,000-$103,999)",31,
,,,"$2,000-$2,999 ($104,000-$155,999)",30,
,,,"$3,000 or more ($156,000 or more)",14,
,,"20-29 years","$400-$499 ($20,800-$25,999)",9,
,,,"$500-$649 ($26,000-$33,799)",58,
,,,"$650-$799 ($33,800-$41,599)",194,
,,,"$800-$999 ($41,600-$51,999)",349,
,,,"$1,000-$1,249 ($52,000-$64,999)",233,
,,,"$1,250-$1,499 ($65,000-$77,999)",79,
,,,"$1,500-$1,749 ($78,000-$90,999)",25,
,,,"$1,750-$1,999 ($91,000-$103,999)",3,
